country,construct,spec,n,country_mean_x,slope,se,t,region,hwk_mean,slope_p50
MAC,MATHEFF,raw WLE,4319,-0.10443108801185458,0.33522303772028855,0.00965201545268808,34.73088489792349,East Asia,2.1435891530412836,4.48547272173505
MAC,MATHEFF,within-country z,4319,-0.10443108801185458,0.4074502277122193,0.01173163968927787,34.73088489792338,East Asia,2.1435891530412836,4.48547272173505
MAC,MATHEF21,raw WLE,4306,-0.0405876602753279,0.26929108842048616,0.01281044650463898,21.021210175849,East Asia,2.1435891530412836,4.48547272173505
MAC,MATHEF21,within-country z,4306,-0.0405876602753279,0.2645926457744962,0.012586936887129526,21.02121017584899,East Asia,2.1435891530412836,4.48547272173505
MAC,ANXMAT,raw WLE,4306,0.2804652837517702,-0.21261144303414076,0.011250406780648751,-18.898111613158985,East Asia,2.1435891530412836,4.48547272173505
MAC,ANXMAT,within-country z,4306,0.2804652837517702,-0.2362101702628922,0.01249914145381682,-18.89811161315896,East Asia,2.1435891530412836,4.48547272173505
MAC,MATHMOT,raw WLE,4320,0.04802928131580638,-0.04798888539824373,0.05949244964310265,-0.8066382488220065,East Asia,2.1435891530412836,4.48547272173505
MAC,MATHMOT,within-country z,4320,0.04802928131580638,-0.010261373656103632,0.01272115929425409,-0.8066382488220631,East Asia,2.1435891530412836,4.48547272173505
MAC,CURIOAGR,raw WLE,4344,-0.09206474103642108,0.17408295563020573,0.013989897589087084,12.44347605274826,East Asia,2.1435891530412836,4.48547272173505
MAC,CURIOAGR,within-country z,4344,-0.09206474103642108,0.15737962027465807,0.012647560826855867,12.443476052748268,East Asia,2.1435891530412836,4.48547272173505
MAC,GROSAGR,raw WLE,4353,0.02275445288556988,0.07751087388851724,0.012591835407255647,6.15564541479426,East Asia,2.1435891530412836,4.48547272173505
MAC,GROSAGR,within-country z,4353,0.02275445288556988,0.07764219011108267,0.012613168056184745,6.155645414794229,East Asia,2.1435891530412836,4.48547272173505
MAC,TEACHSUP,raw WLE,4342,-8.71252957973365e-4,0.07855706833456298,0.013511730347306817,5.813990237765596,East Asia,2.1435891530412836,4.48547272173505
MAC,TEACHSUP,within-country z,4342,-8.71252957973365e-4,0.07358517660054861,0.01265657037443317,5.813990237765668,East Asia,2.1435891530412836,4.48547272173505
MAC,FAMSUP,raw WLE,4276,-0.43191777160512856,-0.0023606299042320594,0.013471189865833755,-0.17523544154174506,East Asia,2.1435891530412836,4.48547272173505
MAC,FAMSUP,within-country z,4276,-0.43191777160512856,-0.002282657221550621,0.013026230318863682,-0.175235441541751,East Asia,2.1435891530412836,4.48547272173505
MAC,BELONG,raw WLE,4372,-0.31131590899105244,0.023211973961397937,0.01730441410846432,1.3413903421349573,East Asia,2.1435891530412836,4.48547272173505
MAC,BELONG,within-country z,4372,-0.31131590899105244,0.017018549350742446,0.01268724607309723,1.3413903421349698,East Asia,2.1435891530412836,4.48547272173505
MAC,SDLEFF,raw WLE,3733,-0.14545986112564832,0.1536436376425075,0.014459675074651717,10.625663221979988,East Asia,2.1435891530412836,4.48547272173505
MAC,SDLEFF,within-country z,3733,-0.14545986112564832,0.14268998474918881,0.013428807385314405,10.62566322198001,East Asia,2.1435891530412836,4.48547272173505
MAR,MATHEFF,raw WLE,4518,-0.7165803691442224,0.10200577382415132,0.006367968415200402,16.018574084108607,Non-OECD,2.4522029255162527,6.087080724651173
MAR,MATHEFF,within-country z,4518,-0.7165803691442224,0.12176282073811147,0.007601352036627773,16.01857408410856,Non-OECD,2.4522029255162527,6.087080724651173
MAR,MATHEF21,raw WLE,4409,-0.07685990927199869,0.057043706793273634,0.0073037914229872455,7.810150028893185,Non-OECD,2.4522029255162527,6.087080724651173
MAR,MATHEF21,within-country z,4409,-0.07685990927199869,0.060620959386711006,0.0077618175275055296,7.810150028893193,Non-OECD,2.4522029255162527,6.087080724651173
MAR,ANXMAT,raw WLE,4277,0.4051641779508575,-0.06481812462807997,0.007917398216356805,-8.18679607325676,Non-OECD,2.4522029255162527,6.087080724651173
MAR,ANXMAT,within-country z,4277,0.4051641779508575,-0.06499634362728601,0.007939167293980233,-8.186796073256778,Non-OECD,2.4522029255162527,6.087080724651173
MAR,MATHMOT,raw WLE,4638,0.10962134517224782,0.044386116419174185,0.02409977477337835,1.8417647814785807,Non-OECD,2.4522029255162527,6.087080724651173
